,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
836964415278718977,836964415278718977,,,"RT @realJeffreyLord: Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https…","Newport Beach, CA",20730083,"{'created_at': 'Wed Mar 01 15:40:41 +0000 2017', 'id': 836964415278718977, 'id_str': '836964415278718977', 'text': 'RT @realJeffreyLord: Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realJeffreyLord', 'name': 'Jeff Lord', 'id': 397545273, 'id_str': '397545273', 'indices': [3, 19]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 20730083, 'id_str': '20730083', 'name': 'CEO', 'screen_name': 'hiincyber', 'location': 'Newport Beach, CA', 'description': 'Political Observer.  Patriot', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1898, 'friends_count': 1739, 'listed_count': 31, 'created_at': 'Thu Feb 12 23:10:02 +0000 2009', 'favourites_count': 10183, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 18216, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/9145250/o-pure-water-wave.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/9145250/o-pure-water-wave.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/113912257/l-sunset-through-culred-wav_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/113912257/l-sunset-through-culred-wav_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/20730083/1387416185', 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'C6E2EE', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 01 05:19:48 +0000 2017', 'id': 836808163831709696, 'id_str': '836808163831709696', 'text': 'Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https://t.co/uzv3ZB0H26', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uzv3ZB0H26', 'expanded_url': 'https://www.washingtonpost.com/news/the-fix/wp/2017/02/28/trump-critic-van-jones-one-of-the-most-extraordinary-moments-you-have-ever-seen-in-american-politics-period/?hpid=hp_hp-cards_mhp-card-politics%3Ahomepage%2Fcard&utm_term=.ad018724fa46', 'display_url': 'washingtonpost.com/news/the-fix/w…', 'indices': [113, 136]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 397545273, 'id_str': '397545273', 'name': 'Jeff Lord', 'screen_name': 'realJeffreyLord', 'location': 'Harrisburg, PA', 'description': 'CNN political commentator, Reagan White House, American Spectator, Conservative Review, NewsBusters. Author. Interests: Politics, religion, writing, media.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 23922, 'friends_count': 186, 'listed_count': 341, 'created_at': 'Mon Oct 24 20:48:38 +0000 2011', 'favourites_count': 7, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 2426, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 351, 'favorite_count': 1289, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 351, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:40:41 +0000 2017
836964383427284994,836964383427284994,,,WEATHER ALERT: A Severe Storm WATCH in effect until 5pm for the everyone but Calvert and SM Counties. High winds ar… https://t.co/jEc9DjHLlo,"Harrisburg, PA",2473829791,"{'created_at': 'Wed Mar 01 15:40:33 +0000 2017', 'id': 836964383427284994, 'id_str': '836964383427284994', 'text': 'WEATHER ALERT: A Severe Storm WATCH in effect until 5pm for the everyone but Calvert and SM Counties. High winds ar… https://t.co/jEc9DjHLlo', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jEc9DjHLlo', 'expanded_url': 'https://twitter.com/i/web/status/836964383427284994', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2473829791, 'id_str': '2473829791', 'name': 'Forecaster John', 'screen_name': 'jb_weather', 'location': 'Harrisburg, PA', 'description': 'Meteorology Major | Patuxent High alumni | JB Weather Lead Forecaster | Providing weather updates for the Mid Atlantic', 'url': 'http://t.co/jG4iRgtWFP', 'entities': {'url': {'urls': [{'url': 'http://t.co/jG4iRgtWFP', 'expanded_url': 'http://wxjohn.weebly.com', 'display_url': 'wxjohn.weebly.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1890, 'friends_count': 264, 'listed_count': 35, 'created_at': 'Fri May 02 10:48:32 +0000 2014', 'favourites_count': 5043, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 10283, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/713210474142117890/R-Y-N35Q_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/713210474142117890/R-Y-N35Q_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2473829791/1456786475', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:40:33 +0000 2017
836964370676596736,836964370676596736,,,"RT @PADeptofEd: “My budget puts kids first” ➡️ read @GovernorTomWolf’s guest editorial in the @cumberlink 
https://t.co/jvG57SMjSn","Philadelphia, PA",3631050620,"{'created_at': 'Wed Mar 01 15:40:30 +0000 2017', 'id': 836964370676596736, 'id_str': '836964370676596736', 'text': 'RT @PADeptofEd: “My budget puts kids first” ➡️ read @GovernorTomWolf’s guest editorial in the @cumberlink \nhttps://t.co/jvG57SMjSn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PADeptofEd', 'name': 'PA Dept of Education', 'id': 3014771099, 'id_str': '3014771099', 'indices': [3, 14]}, {'screen_name': 'GovernorTomWolf', 'name': 'Governor Tom Wolf', 'id': 2978837542, 'id_str': '2978837542', 'indices': [52, 68]}, {'screen_name': 'cumberlink', 'name': 'The Sentinel', 'id': 24713010, 'id_str': '24713010', 'indices': [94, 105]}], 'urls': [{'url': 'https://t.co/jvG57SMjSn', 'expanded_url': 'http://cumberlink.com/news/opinion/columnists/guest/guest-editorial-my-budget-puts-kids-first/article_7fd10725-d6c6-5566-92af-06a5d4d986e8.html', 'display_url': 'cumberlink.com/news/opinion/c…', 'indices': [107, 130]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3631050620, 'id_str': '3631050620', 'name': 'The Fund for the SDP', 'screen_name': 'fundPHLschools', 'location': 'Philadelphia, PA', 'description': 'The Fund for the School District of Philadelphia cultivates philanthropic partnerships to support @Phlschools. #Phled', 'url': 'https://t.co/4DTAHSHPbz', 'entities': {'url': {'urls': [{'url': 'https://t.co/4DTAHSHPbz', 'expanded_url': 'http://thefundsdp.org', 'display_url': 'thefundsdp.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1168, 'friends_count': 1353, 'listed_count': 17, 'created_at': 'Sun Sep 20 21:51:30 +0000 2015', 'favourites_count': 2357, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1085, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/836705638172459008/4L-aQQBU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/836705638172459008/4L-aQQBU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3631050620/1488321124', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 01 14:53:24 +0000 2017', 'id': 836952517799968771, 'id_str': '836952517799968771', 'text': '“My budget puts kids first” ➡️ read @GovernorTomWolf’s guest editorial in the @cumberlink \nhttps://t.co/jvG57SMjSn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GovernorTomWolf', 'name': 'Governor Tom Wolf', 'id': 2978837542, 'id_str': '2978837542', 'indices': [36, 52]}, {'screen_name': 'cumberlink', 'name': 'The Sentinel', 'id': 24713010, 'id_str': '24713010', 'indices': [78, 89]}], 'urls': [{'url': 'https://t.co/jvG57SMjSn', 'expanded_url': 'http://cumberlink.com/news/opinion/columnists/guest/guest-editorial-my-budget-puts-kids-first/article_7fd10725-d6c6-5566-92af-06a5d4d986e8.html', 'display_url': 'cumberlink.com/news/opinion/c…', 'indices': [91, 114]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3014771099, 'id_str': '3014771099', 'name': 'PA Dept of Education', 'screen_name': 'PADeptofEd', 'location': 'Harrisburg, PA', 'description': ""The official Twitter account for the Pennsylvania Department of Education. RT's/links/follows ≠ endorsement."", 'url': 'https://t.co/U8CuTIkWCr', 'entities': {'url': {'urls': [{'url': 'https://t.co/U8CuTIkWCr', 'expanded_url': 'http://www.education.pa.gov', 'display_url': 'education.pa.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5130, 'friends_count': 647, 'listed_count': 106, 'created_at': 'Tue Feb 03 17:01:22 +0000 2015', 'favourites_count': 2085, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 2590, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/641329209508540416/CDinBbiN_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/641329209508540416/CDinBbiN_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3014771099/1482872988', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:40:30 +0000 2017
836964370508824576,836964370508824576,,,"Personalizing educator professional development. PD --Don't think professional development, think professionally driven!#macpl17","Mechanicsburg, PA",835912294731239424,"{'created_at': 'Wed Mar 01 15:40:30 +0000 2017', 'id': 836964370508824576, 'id_str': '836964370508824576', 'text': ""Personalizing educator professional development. PD --Don't think professional development, think professionally driven!#macpl17"", 'truncated': False, 'entities': {'hashtags': [{'text': 'macpl17', 'indices': [120, 128]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 835912294731239424, 'id_str': '835912294731239424', 'name': 'Katherine Spalding', 'screen_name': 'kbspalding', 'location': 'Mechanicsburg, PA', 'description': 'Grade 7 Science teacher at Mechanicsburg Middle School. STEAM, integrated literacy, project-based and cross-curricular learning.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 11, 'friends_count': 21, 'listed_count': 0, 'created_at': 'Sun Feb 26 17:59:56 +0000 2017', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/835914610880446465/PbJ071Ci_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/835914610880446465/PbJ071Ci_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/835912294731239424/1488133294', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:40:30 +0000 2017
836964361717628930,836964361717628930,,,RT @realJeffreyLord: Yes. Exactly. https://t.co/3WbF05SA3X @POTUS speech was a home run.,OHIO,247036262,"{'created_at': 'Wed Mar 01 15:40:28 +0000 2017', 'id': 836964361717628930, 'id_str': '836964361717628930', 'text': 'RT @realJeffreyLord: Yes. Exactly. https://t.co/3WbF05SA3X @POTUS speech was a home run.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realJeffreyLord', 'name': 'Jeff Lord', 'id': 397545273, 'id_str': '397545273', 'indices': [3, 19]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [59, 65]}], 'urls': [{'url': 'https://t.co/3WbF05SA3X', 'expanded_url': 'http://www.cnn.com/2017/02/28/politics/donald-trump-joint-address-poll/index.html', 'display_url': 'cnn.com/2017/02/28/pol…', 'indices': [35, 58]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 247036262, 'id_str': '247036262', 'name': 'Skip', 'screen_name': 'John_S_33', 'location': 'OHIO', 'description': 'We Won', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 540, 'friends_count': 714, 'listed_count': 25, 'created_at': 'Thu Feb 03 23:36:47 +0000 2011', 'favourites_count': 158, 'utc_offset': -18000, 'time_zone': 'America/New_York', 'geo_enabled': False, 'verified': False, 'statuses_count': 18325, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/557719039284641793/13A68qUV_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/557719039284641793/13A68qUV_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/247036262/1421805543', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 01 15:33:51 +0000 2017', 'id': 836962694347505665, 'id_str': '836962694347505665', 'text': 'Yes. Exactly. https://t.co/3WbF05SA3X @POTUS speech was a home run.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [38, 44]}], 'urls': [{'url': 'https://t.co/3WbF05SA3X', 'expanded_url': 'http://www.cnn.com/2017/02/28/politics/donald-trump-joint-address-poll/index.html', 'display_url': 'cnn.com/2017/02/28/pol…', 'indices': [14, 37]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 397545273, 'id_str': '397545273', 'name': 'Jeff Lord', 'screen_name': 'realJeffreyLord', 'location': 'Harrisburg, PA', 'description': 'CNN political commentator, Reagan White House, American Spectator, Conservative Review, NewsBusters. Author. Interests: Politics, religion, writing, media.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 23922, 'friends_count': 186, 'listed_count': 341, 'created_at': 'Mon Oct 24 20:48:38 +0000 2011', 'favourites_count': 7, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 2426, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 6, 'favorite_count': 20, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 6, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:40:28 +0000 2017
836964342289543168,836964342289543168,,,#CarMaintenance Tips for the First Time E-Car Owner https://t.co/DgjfqMuafM #AutorRepair,"Carlisle, PA",3252470211,"{'created_at': 'Wed Mar 01 15:40:23 +0000 2017', 'id': 836964342289543168, 'id_str': '836964342289543168', 'text': '#CarMaintenance Tips for the First Time E-Car Owner https://t.co/DgjfqMuafM #AutorRepair', 'truncated': False, 'entities': {'hashtags': [{'text': 'CarMaintenance', 'indices': [0, 15]}, {'text': 'AutorRepair', 'indices': [76, 88]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DgjfqMuafM', 'expanded_url': 'http://wstr.me/bb75', 'display_url': 'wstr.me/bb75', 'indices': [52, 75]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3252470211, 'id_str': '3252470211', 'name': 'Steve Monnett', 'screen_name': 'SteveMonnett', 'location': 'Carlisle, PA', 'description': ""#Auto Repair of all sorts! We've got you covered!"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 71, 'friends_count': 134, 'listed_count': 13, 'created_at': 'Wed May 13 19:13:43 +0000 2015', 'favourites_count': 7, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 469, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/601767484018950144/_tRUrBNJ.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/601767484018950144/_tRUrBNJ.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/600760124647477248/_0uifCbs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/600760124647477248/_0uifCbs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3252470211/1432231154', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:40:23 +0000 2017
